param n:= 50;
param c: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50:=
21 762 677 641 664 464 523 388 280 332 369 533 514 539 499 285 408 308 294 264 74 0 164 238 418 368 308 284 203 408 177 303 223 162 191 307 578 414 200 528 645 473 251 158 86 707 544 569 418 80 323 
22 598 513 477 737 537 359 461 353 405 205 369 350 375 335 280 280 180 130 100 147 164 0 165 345 295 235 211 130 335 169 295 252 313 355 458 414 250 273 601 718 309 369 85 78 543 380 405 254 244 250 
23 713 628 580 902 702 474 610 518 570 320 460 340 320 280 395 170 70 120 215 312 238 165 0 180 130 70 58 125 188 225 330 308 369 429 514 455 240 438 750 867 424 425 80 152 584 350 350 369 318 245 
24 772 687 578 1000 800 533 669 680 732 440 458 338 278 238 515 128 190 240 335 492 418 345 180 0 103 110 238 305 368 405 510 488 549 609 694 413 323 600 809 926 428 605 260 332 542 308 308 489 498 425 
25 783 698 650 1011 811 544 680 630 682 390 530 410 381 341 465 231 140 190 285 442 368 295 130 103 0 60 188 255 318 355 460 438 499 559 644 516 310 550 820 937 494 555 210 282 645 411 411 439 448 375 
26 723 638 590 951 751 484 620 570 622 330 470 350 330 290 405 180 80 130 225 382 308 235 70 110 60 0 128 195 258 295 400 378 439 499 584 465 250 490 760 877 434 495 150 222 594 360 360 379 388 315 
27 771 686 638 948 748 532 668 564 616 378 518 398 378 338 453 228 128 178 273 358 284 211 58 238 188 128 0 81 130 181 286 264 325 475 470 513 298 484 808 925 482 381 126 198 642 408 408 427 364 201 
28 728 643 607 867 667 489 591 483 535 335 499 465 445 405 410 295 195 245 230 277 203 130 125 305 255 195 81 0 205 100 205 183 244 394 389 544 365 403 731 848 439 300 45 117 673 475 475 384 283 120 
29 901 816 768 1072 872 662 796 688 740 508 648 528 508 468 583 358 258 308 403 482 408 335 188 368 318 258 130 205 0 296 170 379 414 594 559 643 428 608 936 1053 612 325 250 322 772 538 538 557 488 85 
30 767 682 646 841 641 528 565 457 509 374 538 519 544 504 449 395 295 299 269 251 177 169 225 405 355 295 181 100 296 0 126 83 144 324 289 583 419 377 705 822 478 200 145 91 712 549 574 423 257 211 
31 893 808 772 967 767 654 691 583 635 500 664 645 650 610 575 500 400 425 395 377 303 295 330 510 460 400 286 205 170 126 0 209 244 424 389 709 545 503 831 948 604 155 250 217 838 675 680 549 361 85 
32 850 765 729 887 687 611 611 503 555 457 621 602 627 587 508 478 378 382 352 297 223 252 308 488 438 378 264 183 379 83 209 0 61 241 206 666 502 423 751 868 561 117 228 174 795 632 657 506 178 294 
33 911 826 790 826 626 672 550 442 494 518 682 663 688 648 447 539 439 443 413 236 162 313 369 549 499 439 325 244 414 144 244 61 0 180 145 727 563 362 690 807 622 89 289 235 856 693 718 567 117 329 
34 953 868 832 855 655 714 579 471 523 560 724 705 730 690 476 599 499 485 455 265 191 355 429 609 559 499 475 394 594 324 424 241 180 0 325 769 605 391 719 836 664 269 349 277 898 735 760 609 111 509 
35 1056 971 935 971 771 817 695 587 639 663 827 808 833 793 592 684 584 588 558 381 307 458 514 694 644 584 470 389 559 289 389 206 145 325 0 872 708 507 835 952 767 234 434 380 1001 838 863 712 262 474 
36 360 275 165 631 447 180 316 424 561 209 45 135 135 175 344 285 385 355 314 555 578 414 455 413 516 465 513 544 643 583 709 666 727 769 872 0 235 429 440 557 105 783 499 492 129 105 245 258 658 664 
37 534 449 340 762 562 295 431 539 607 255 220 100 125 85 390 195 170 120 215 397 414 250 240 323 310 250 298 365 428 419 545 502 563 605 708 235 0 475 571 688 190 619 320 328 364 130 155 304 494 485 
38 563 478 442 464 264 324 188 80 132 220 384 375 435 475 85 510 410 360 265 126 200 273 438 600 550 490 484 403 608 377 503 423 362 391 507 429 475 0 328 445 324 451 358 286 558 405 545 269 280 523 
39 250 165 275 191 114 276 140 248 328 430 395 471 531 571 413 681 680 630 535 454 528 601 750 809 820 760 808 731 936 705 831 751 690 719 835 440 571 328 0 117 381 779 686 614 395 501 641 381 608 851 
40 367 282 392 74 231 393 257 365 445 547 512 588 648 688 530 798 797 747 652 571 645 718 867 926 937 877 925 848 1053 822 948 868 807 836 952 557 688 445 117 0 498 896 803 731 512 618 758 498 725 968 
41 344 259 180 572 372 105 241 349 456 104 60 90 150 190 239 300 354 304 209 450 473 309 424 428 494 434 482 439 612 478 604 561 622 664 767 105 190 324 381 498 0 678 394 387 234 120 260 153 553 559 
42 967 882 846 915 715 728 639 531 583 574 738 719 744 704 536 595 495 499 469 325 251 369 425 605 555 495 381 300 325 200 155 117 89 269 234 783 619 451 779 896 678 0 345 291 912 749 774 623 206 240 
43 683 598 562 822 622 444 546 438 490 290 454 420 400 360 365 250 150 200 185 232 158 85 80 260 210 150 126 45 250 145 250 228 289 349 434 499 320 358 686 803 394 345 0 72 628 430 430 339 238 165 
44 676 591 555 750 550 437 474 366 418 283 447 428 453 413 358 322 222 208 178 160 86 78 152 332 282 222 198 117 322 91 217 174 235 277 380 492 328 286 614 731 387 291 72 0 621 458 483 332 166 237 
45 315 230 120 586 505 238 374 482 622 338 174 264 264 304 473 414 514 484 443 684 707 543 584 542 645 594 642 673 772 712 838 795 856 898 1001 129 364 558 395 512 234 912 628 621 0 234 374 343 787 793 
46 464 379 270 692 492 225 361 469 537 185 150 30 30 70 320 180 280 250 290 527 544 380 350 308 411 360 408 475 538 549 675 632 693 735 838 105 130 405 501 618 120 749 430 458 234 0 140 234 624 595 
47 604 519 410 832 632 365 501 609 677 325 290 170 110 70 460 180 280 275 370 552 569 405 350 308 411 360 408 475 538 574 680 657 718 760 863 245 155 545 641 758 260 774 430 483 374 140 0 374 649 595 
48 344 259 223 572 372 105 241 349 401 49 213 204 264 304 184 399 299 249 154 395 418 254 369 489 439 379 427 384 557 423 549 506 567 609 712 258 304 269 381 498 153 623 339 332 343 234 374 0 498 504 
49 842 757 721 744 544 603 468 360 412 449 613 594 619 579 365 488 388 374 344 154 80 244 318 498 448 388 364 283 488 257 361 178 117 111 262 658 494 280 608 725 553 206 238 166 787 624 649 498 0 403 
50 848 763 727 987 787 609 711 603 655 455 619 585 565 525 530 415 315 365 350 397 323 250 245 425 375 315 201 120 85 211 85 294 329 509 474 664 485 523 851 968 559 240 165 237 793 595 595 504 403 0 ;
